phase,experiment,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked,conflicts,yields,relay_drops
P9,P9_pallets_100,153,ENHANCED,100,100,0,16811,168.11,967,0.1034,3600,0,24,24,41,41,24
P9,P9_pallets_100,154,ENHANCED,100,100,0,15245,152.45,934,0.1071,3494,0,19,19,30,30,19
P9,P9_pallets_100,155,ENHANCED,100,100,0,14630,146.30,940,0.1064,3480,0,18,18,33,33,18
P9,P9_pallets_100,156,ENHANCED,100,100,0,16493,164.93,966,0.1035,3554,0,21,21,31,31,21
P9,P9_pallets_100,157,ENHANCED,100,100,0,16431,164.31,953,0.1049,3511,0,21,21,24,24,21
P9,P9_pallets_100,158,ENHANCED,100,100,0,15304,153.04,942,0.1062,3517,0,21,21,20,20,21
P9,P9_pallets_100,159,ENHANCED,100,100,0,15174,151.74,923,0.1083,3496,0,23,23,39,39,23
P9,P9_pallets_20,150,ENHANCED,20,20,0,898,44.90,196,0.1020,669,0,2,2,2,2,2
P9,P9_pallets_20,151,ENHANCED,20,20,0,928,46.40,196,0.1020,676,0,3,3,7,7,3
P9,P9_pallets_20,152,ENHANCED,20,20,0,955,47.75,204,0.0980,709,0,4,4,3,3,4
P9,P9_pallets_20,153,ENHANCED,20,20,0,853,42.65,189,0.1058,655,0,2,2,4,4,2
P9,P9_pallets_20,154,ENHANCED,20,20,0,874,43.70,187,0.1070,667,0,3,3,9,9,3
P9,P9_pallets_20,155,ENHANCED,20,20,0,980,49.00,198,0.1010,682,0,4,4,4,4,4
P9,P9_pallets_20,156,ENHANCED,20,20,0,911,45.55,197,0.1015,674,0,3,3,2,2,3
P9,P9_pallets_20,157,ENHANCED,20,20,0,903,45.15,191,0.1047,683,0,3,3,15,15,3
P9,P9_pallets_20,158,ENHANCED,20,20,0,912,45.60,191,0.1047,680,0,3,3,6,6,3
P9,P9_pallets_20,159,ENHANCED,20,20,0,960,48.00,196,0.1020,686,0,3,3,5,5,3
P9,P9_pallets_200,150,ENHANCED,200,200,0,46444,232.22,1863,0.1074,7062,0,45,45,65,65,45
P9,P9_pallets_200,151,ENHANCED,200,200,0,48431,242.16,1874,0.1067,7168,0,44,44,93,93,44
P9,P9_pallets_200,152,ENHANCED,200,200,0,42223,211.12,1820,0.1099,6952,0,34,34,60,60,34
P9,P9_pallets_200,153,ENHANCED,200,200,0,44296,221.48,1814,0.1103,6977,0,40,40,71,71,40
P9,P9_pallets_200,154,ENHANCED,200,200,0,42860,214.30,1812,0.1104,6995,0,37,37,68,68,37
P9,P9_pallets_200,155,ENHANCED,200,200,0,48168,240.84,1869,0.1070,7094,0,44,44,69,69,44
P9,P9_pallets_200,156,ENHANCED,200,200,0,44376,221.88,1826,0.1095,7091,0,42,42,80,80,42
P9,P9_pallets_200,157,ENHANCED,200,200,0,44384,221.92,1822,0.1098,7010,0,34,34,59,59,34
P9,P9_pallets_200,158,ENHANCED,200,200,0,45796,228.98,1837,0.1089,7074,0,42,42,70,70,42
P9,P9_pallets_200,159,ENHANCED,200,200,0,45133,225.67,1835,0.1090,7006,0,36,36,72,72,36
P9,P9_pallets_50,150,ENHANCED,50,50,0,4272,85.44,480,0.1042,1723,0,7,7,19,19,7
P9,P9_pallets_50,151,ENHANCED,50,50,0,4282,85.64,473,0.1057,1703,0,7,7,11,11,7
P9,P9_pallets_50,152,ENHANCED,50,50,0,4341,86.82,490,0.1020,1724,0,11,11,16,16,11
P9,P9_pallets_50,153,ENHANCED,50,50,0,4321,86.42,501,0.0998,1742,0,9,9,18,18,9
P9,P9_pallets_50,154,ENHANCED,50,50,0,4966,99.32,501,0.0998,1784,0,12,12,16,16,12
P9,P9_pallets_50,155,ENHANCED,50,50,0,4668,93.36,488,0.1025,1751,0,10,10,13,13,10
P9,P9_pallets_50,156,ENHANCED,50,50,0,4068,81.36,482,0.1037,1714,0,8,8,13,13,8
P9,P9_pallets_50,157,ENHANCED,50,50,0,4830,96.60,502,0.0996,1769,0,7,7,26,26,7
P9,P9_pallets_50,158,ENHANCED,50,50,0,4386,87.72,487,0.1027,1734,0,7,7,12,12,7
P9,P9_pallets_50,159,ENHANCED,50,50,0,4033,80.66,477,0.1048,1716,0,8,8,11,11,8
P9,P9_pallets_500,150,ENHANCED,500,500,0,273142,546.28,4554,0.1098,17630,0,104,104,201,201,104
P9,P9_pallets_500,151,ENHANCED,500,500,0,293425,586.85,4589,0.1090,17772,0,122,122,184,184,122
P9,P9_pallets_500,152,ENHANCED,500,500,0,282926,565.85,4573,0.1093,17745,0,113,113,197,197,113
P9,P9_pallets_500,153,ENHANCED,500,500,0,273609,547.22,4562,0.1096,17628,0,105,105,181,181,105
P9,P9_pallets_500,154,ENHANCED,500,500,0,281909,563.82,4577,0.1092,17644,0,96,96,207,207,96
P9,P9_pallets_500,155,ENHANCED,500,500,0,268159,536.32,4579,0.1092,17645,0,93,93,198,198,93
P9,P9_pallets_500,156,ENHANCED,500,500,0,278489,556.98,4563,0.1096,17688,0,104,104,166,166,104
P9,P9_pallets_500,157,ENHANCED,500,500,0,276369,552.74,4574,0.1093,17679,0,107,107,201,201,107
P9,P9_pallets_500,158,ENHANCED,500,500,0,299514,599.03,4621,0.1082,17862,0,122,122,214,214,122
P9,P9_pallets_500,159,ENHANCED,500,500,0,281695,563.39,4565,0.1095,17721,0,116,116,192,192,116
P9,P9_unlimited_battery,150,ENHANCED,50,50,0,2570,51.40,413,0.1211,1627,0,0,0,22,22,0
P9,P9_unlimited_battery,151,ENHANCED,50,50,0,2445,48.90,406,0.1232,1628,0,0,0,21,21,0
P9,P9_unlimited_battery,152,ENHANCED,50,50,0,2519,50.38,422,0.1185,1626,0,0,0,17,17,0
P9,P9_unlimited_battery,153,ENHANCED,50,50,0,2703,54.06,424,0.1179,1641,0,0,0,20,20,0
P9,P9_unlimited_battery,154,ENHANCED,50,50,0,2525,50.50,421,0.1188,1624,0,0,0,19,19,0
P9,P9_unlimited_battery,155,ENHANCED,50,50,0,2630,52.60,422,0.1185,1638,0,0,0,22,22,0
P9,P9_unlimited_battery,156,ENHANCED,50,50,0,2509,50.18,422,0.1185,1628,0,0,0,19,19,0
P9,P9_unlimited_battery,157,ENHANCED,50,50,0,2511,50.22,420,0.1190,1627,0,0,0,16,16,0
P9,P9_unlimited_battery,158,ENHANCED,50,50,0,2432,48.64,406,0.1232,1623,0,0,0,15,15,0
P9,P9_unlimited_battery,159,ENHANCED,50,50,0,2458,49.16,405,0.1235,1628,0,0,0,20,20,0
P10,P10_breakeven_100,150,ENHANCED,100,100,0,13971,139.71,919,0.1088,3438,0,15,15,23,23,15
P10,P10_breakeven_100,150,REFERENCE,100,93,0,1951,20.98,3999,0.0233,1970,0,0,0,0,0,0
P10,P10_breakeven_100,151,ENHANCED,100,100,0,14763,147.63,928,0.1078,3485,0,18,18,26,26,18
P10,P10_breakeven_100,151,REFERENCE,100,89,0,1892,21.26,3999,0.0223,1905,0,0,0,0,0,0
